datetime,precipitation,humidity,temperature,pressure,station,station_code,year,precip_2h,precip_6h,pressure_drop,flood_risk
2022-03-30 07:00:00,0.0,93.0,17.3,896.0,NOVA_FRIBURGO,A624,2022,0.0,0.0,0.0,0
2021-02-22 11:00:00,0.0,86.0,20.0,898.6,NOVA_FRIBURGO,A624,2021,0.0,0.2,-0.8999999999999773,0
2023-12-02 03:00:00,0.0,93.0,18.2,896.2,NOVA_FRIBURGO,A624,2023,0.0,0.0,0.0,0
2023-05-07 04:00:00,0.0,94.0,12.2,901.2,NOVA_FRIBURGO,A624,2023,0.0,0.0,0.0,0
2024-01-31 16:00:00,,71.0,23.5,898.0,NOVA_FRIBURGO,A624,2024,,,0.0,0
2025-05-29 17:00:00,0.0,61.0,21.5,899.8,NOVA_FRIBURGO,A624,2025,0.0,0.0,0.0,0
2022-06-25 09:00:00,0.0,96.0,3.3,901.2,NOVA_FRIBURGO,A624,2022,0.0,0.2,-0.40000000000009095,0
2025-05-22 14:00:00,0.0,50.0,22.2,902.1,NOVA_FRIBURGO,A624,2025,0.0,0.0,0.0,0
2024-03-07 19:00:00,,87.0,20.8,900.0,NOVA_FRIBURGO,A624,2024,,,0.0,0
2021-11-05 04:00:00,0.0,89.0,13.7,894.4,NOVA_FRIBURGO,A624,2021,0.2000000000000019,1.8000000000000003,0.0,0
2021-06-21 23:00:00,,,,,NOVA_FRIBURGO,A624,2021,,0.0,,0
2022-04-20 20:00:00,0.0,82.0,17.2,899.3,NOVA_FRIBURGO,A624,2022,0.0,0.0,-0.599999999999909,0
2021-11-11 14:00:00,0.0,76.0,16.4,900.8,NOVA_FRIBURGO,A624,2021,0.0,0.0,0.0,0
2024-07-10 16:00:00,0.0,49.0,23.7,897.5,NOVA_FRIBURGO,A624,2024,0.0,0.0,0.0,0
2021-12-03 07:00:00,0.0,90.0,15.9,894.4,NOVA_FRIBURGO,A624,2021,0.0,0.0,-0.39999999999997726,0
